Meeting Name,Meeting Key,Meeting Description,Grade,Semester,Agenda Item Key,Agenda Item Title,Dont Create With Roadmap,Agenda Item Counselor Instructions,Meeting Counselor Instructions,Task Key,Task Name,Task Description,Task Type,Task User Type,Form,Repeats,Content
Interview Prep,premier_9_2-interview-prep-11-3,What's the purpose of the college interview? How can you prepare? What are common pitfalls you should avoid? Your counselor will answer all of your questions so you'll have the tools to ace your interview.,11,3,premier_9_2-purpose-of-the-interview,Purpose of the Interview,,"1. Discuss the purpose of the interview in the applicationprocess, what is generally covered, what questions the student should ask, etc    2. Provide a curated list of tips and items to focus on for up to five schools the student will interview at",,premier-9-2 Watch How to have a great college interview,Watch How to have a great college interview,,pre,student,,,How to have a great college interview.
Interview Prep,premier_9_2-interview-prep-11-3,,11,3,premier_9_2-schedule-mock-interviews,Schedule Mock Interviews,,"Schedule two mock interviews, that will be recorded and shared with the student",,,,,,,,,
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",11,3,premier_9_2-assign-new-applications,Assign new applications,1,,(ad hoc),premier-9-2 Create and fill out Coalition App,Create and fill out Coalition App,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",11,3,premier_9_2-assign-new-applications,Assign new applications,1,,(ad hoc),premier-9-2 Create and fill out UC Application,Create and fill out UC Application,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",11,3,premier_9_2-assign-new-applications,Assign new applications,1,,(ad hoc),premier-9-2 Create and fill out Apply Texas,Create and fill out Apply Texas,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",11,3,premier_9_2-assign-new-applications,Assign new applications,1,,(ad hoc),premier-9-2 Create and fill out Cal State,Create and fill out Cal State,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",11,3,premier_9_2-assign-new-applications,Assign new applications,1,,(ad hoc),premier-9-2 Create and fill out the school-specific application for the school listed,Create and fill out the school-specific application for the school listed,,pre,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",11,3,premier_9_2-assign-new-applications,Assign new applications,1,,(ad hoc),premier-9-2 Work on assigned applications,Work on assigned applications,,post,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",11,3,premier_9_2-assign-new-applications,Assign new applications,1,,(ad hoc),premier-9-2 Watch the tutorial on How to open and start the Coalition application,Watch the tutorial on How to open and start the Coalition application,,post,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",11,3,premier_9_2-assign-new-applications,Assign new applications,1,,(ad hoc),premier-9-2 Watch the tutorial on How to open and start the UC application,Watch the tutorial on How to open and start the UC application,,post,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",11,3,premier_9_2-assign-new-applications,Assign new applications,1,,(ad hoc),premier-9-2 Watch the tutorial on How to open and start the Apply Texas application,Watch the tutorial on How to open and start the Apply Texas application,,post,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",11,3,premier_9_2-assign-new-applications,Assign new applications,1,,(ad hoc),premier-9-2 Watch the tutorial on How to open and start the Cal State applicaiton,Watch the tutorial on How to open and start the Cal State applicaiton,,post,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,"With strategic decisions complete, our work shifts to managing the application timeline, setting small, achievable goals, and bringing perspective to the process.  ",11,3,premier_9_2-assign-new-applications,Assign new applications,1,,(ad hoc),premier-9-2 Share the Apply Texas Guide,Share the Apply Texas Guide,,post,student,,,How to open and start the Coalition application. How to open and start the UC application. How to open and start the Apply Texas application. How to open and start the Cal State application. Apply Texas Guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-brainstorm-supplement-essays,Brainstorm supplement essays,1,Brainstorm and outline supplement essays for the colleges listed,(ad hoc),premier-9-2 Watch Supplement Essay: Overview,Watch Supplement Essay: Overview,,pre,student,,,Supplement Essay: Overview. Supplement Essay: Why this Major? Supplement Essay: Why this School? Supplement Essay: University of California: Personal Insight Questions.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-brainstorm-supplement-essays,Brainstorm supplement essays,1,Brainstorm and outline supplement essays for the colleges listed,(ad hoc),premier-9-2 Watch Supplement Essay: Why this Major?,Watch Supplement Essay: Why this Major?,,pre,student,,,Supplement Essay: Overview. Supplement Essay: Why this Major? Supplement Essay: Why this School? Supplement Essay: University of California: Personal Insight Questions.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-brainstorm-supplement-essays,Brainstorm supplement essays,1,Brainstorm and outline supplement essays for the colleges listed,(ad hoc),premier-9-2 Watch Supplement Essay: Why this School?,Watch Supplement Essay: Why this School?,,pre,student,,,Supplement Essay: Overview. Supplement Essay: Why this Major? Supplement Essay: Why this School? Supplement Essay: University of California: Personal Insight Questions.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-brainstorm-supplement-essays,Brainstorm supplement essays,1,Brainstorm and outline supplement essays for the colleges listed,(ad hoc),premier-9-2 Watch Supplement Essay: University of California: Personal Insight Questions,Watch Supplement Essay: University of California: Personal Insight Questions,,pre,student,,,Supplement Essay: Overview. Supplement Essay: Why this Major? Supplement Essay: Why this School? Supplement Essay: University of California: Personal Insight Questions.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-brainstorm-supplement-essays,Brainstorm supplement essays,1,Brainstorm and outline supplement essays for the colleges listed,(ad hoc),premier-9-2 Write the first draft of each essay,Write the first draft of each essay,,post,student,,,Supplement Essay: Overview. Supplement Essay: Why this Major? Supplement Essay: Why this School? Supplement Essay: University of California: Personal Insight Questions.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-revisit-testing-plans,Revisit Testing Plans,1,"Revisit testing plans (adjust SAT/ACT timeline depending on scores, Subject Tests if needed, discuss AP exams and necessary prep",(ad hoc),,,,,,,,
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-transcripts,Transcripts,1,Confirm which colleges need transcripts and method for sending. ,(ad hoc),premier-9-2 Send transcripts for the schools listed,Send transcripts for the schools listed,,post,student,,,Tutorials on how to send transcripts
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-transcripts,Transcripts,1,Confirm which colleges need transcripts and method for sending. ,(ad hoc),premier-9-2 Watch the Tutorial on How to send Transcripts,Watch the Tutorial on How to send Transcripts,,post,student,,,Tutorials on how to send transcripts
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-test-scores,Test Scores,1,Discuss what test scores need to be sent to each school on the list.,(ad hoc),premier-9-2 Send the test scores listed to the schools listed,Send the test scores listed to the schools listed,,post,student,,,Tutorial on how to send test scores
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-test-scores,Test Scores,1,Discuss what test scores need to be sent to each school on the list.,(ad hoc),premier-9-2 Watch the Tutorial on How to send test scores,Watch the Tutorial on How to send test scores,,post,student,,,Tutorial on how to send test scores
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-letters-of-recommendatoin,Letters of Recommendatoin,1,Check in on status of letters of recommendation,(ad hoc),premier-9-2 Confirm letters of recommendation have been sent to all schools,Confirm letters of recommendation have been sent to all schools,,post,student,,,How to write a thank you note guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-letters-of-recommendatoin,Letters of Recommendatoin,1,Check in on status of letters of recommendation,(ad hoc),premier-9-2 Read How to Write a Thank You Note Guide,Read How to Write a Thank You Note Guide,,post,student,,,How to write a thank you note guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-letters-of-recommendatoin,Letters of Recommendatoin,1,Check in on status of letters of recommendation,(ad hoc),premier-9-2 Send thank you notes to your recommenders once the letters are sent,Send thank you notes to your recommenders once the letters are sent,,post,student,,,How to write a thank you note guide.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-ed-plan,ED Plan,1,Confirm which school student is applying Early Decision,(ad hoc),,,,,,,,
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-interview-process,Interview Process,1,"Share out information on interview process. If you would like additional support, we can discuss what that would look like.",(ad hoc),premier-9-2 Watch How to Have a Great Interview,Watch How to Have a Great Interview,,pre,student,,,How to have a great interview.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-interview-process,Interview Process,1,"Share out information on interview process. If you would like additional support, we can discuss what that would look like.",(ad hoc),premier-9-2 Utilize the interview tracking information to track your interviews if needed,Utilize the interview tracking information to track your interviews if needed,,post,student,,,How to have a great interview.
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-submit-applications,Submit Applications,1,1. Walk through how to submit                       2. Submit first application,(ad hoc),premier-9-2 Submit application for the school listed!,Submit application for the school listed!,,post,student,,,
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-financial-aid,Financial Aid,1,Share out information on financial aid deadlines. Remind families to submit FAFSA and CSS Profile,(ad hoc),,,,,,,,
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-college-visits,College Visits,1,Plan any additional fall visits that are necessary,(ad hoc),,,,,,,,
Senior Season Check-in Meeting,premier_9_2-senior-season-check-in-meetings-ad-hoc-11-3,,11,3,premier_9_2-demonstrate-interest,Demonstrate Interest,1,Continue demonstrating interest by attending events and engaging with the schools on the final list.,(ad hoc),,,,,,,,
