Meeting Name,Meeting Key,Meeting Description,Grade,Semester,Agenda Item Key,Agenda Item Title,Dont Create With Roadmap,Agenda Item Counselor Instructions,Meeting Counselor Instructions,Task Key,Task Name,Task Description,Task Type,Task User Type,Form,Repeats,Content
"These tasks and agenda items should not be tethered together. At this stage, a counselor should be able to add agenda items and to-do items as needed. Also should be noted that a counselor will be need to be able to add some of these more than once. But when they do, it will then become customized. For example, ""Work on x applicaiton"" could turn into ""Work on Coalition application"" and ""Work on UC application""",comprehensive_10_2-these-tasks-and-agenda-items-should-not-be-tethered-together-at-this-stage-a-counselor-should-be-able-to-add-agenda-items-and-to-do-items-as-needed-also-should-be-noted-that-a-counselor-will-be-need-to-be-able-to-add-some-of-these-more-than-once-but-when-they-do-it-will-then-become-customized-for-example-work-on-x-applicaiton-could-turn-into-work-on-coalition-application-and-work-on-uc-application-11-3,,11,3,comprehensive_10_2-test-scores,Test Scores,,Discuss what test scores need to be sent to each school on the list.,,comprehensive-10-2 Send the test scores listed to the schools listed,Send the test scores listed to the schools listed,,post,student,,,Tutorial on how to send test scores
"These tasks and agenda items should not be tethered together. At this stage, a counselor should be able to add agenda items and to-do items as needed. Also should be noted that a counselor will be need to be able to add some of these more than once. But when they do, it will then become customized. For example, ""Work on x applicaiton"" could turn into ""Work on Coalition application"" and ""Work on UC application""",comprehensive_10_2-these-tasks-and-agenda-items-should-not-be-tethered-together-at-this-stage-a-counselor-should-be-able-to-add-agenda-items-and-to-do-items-as-needed-also-should-be-noted-that-a-counselor-will-be-need-to-be-able-to-add-some-of-these-more-than-once-but-when-they-do-it-will-then-become-customized-for-example-work-on-x-applicaiton-could-turn-into-work-on-coalition-application-and-work-on-uc-application-11-3,,11,3,comprehensive_10_2-test-scores,Test Scores,,Discuss what test scores need to be sent to each school on the list.,,comprehensive-10-2 Watch the Tutorial on How to send test scores,Watch the Tutorial on How to send test scores,,post,student,,,Tutorial on how to send test scores
"These tasks and agenda items should not be tethered together. At this stage, a counselor should be able to add agenda items and to-do items as needed. Also should be noted that a counselor will be need to be able to add some of these more than once. But when they do, it will then become customized. For example, ""Work on x applicaiton"" could turn into ""Work on Coalition application"" and ""Work on UC application""",comprehensive_10_2-these-tasks-and-agenda-items-should-not-be-tethered-together-at-this-stage-a-counselor-should-be-able-to-add-agenda-items-and-to-do-items-as-needed-also-should-be-noted-that-a-counselor-will-be-need-to-be-able-to-add-some-of-these-more-than-once-but-when-they-do-it-will-then-become-customized-for-example-work-on-x-applicaiton-could-turn-into-work-on-coalition-application-and-work-on-uc-application-11-3,,11,3,comprehensive_10_2-letters-of-recommendatoin,Letters of Recommendatoin,,Check in on status of letters of recommendation,,comprehensive-10-2 Confirm letters of recommendation have been sent to all schools,Confirm letters of recommendation have been sent to all schools,,post,student,,,How to write a thank you note guide.
"These tasks and agenda items should not be tethered together. At this stage, a counselor should be able to add agenda items and to-do items as needed. Also should be noted that a counselor will be need to be able to add some of these more than once. But when they do, it will then become customized. For example, ""Work on x applicaiton"" could turn into ""Work on Coalition application"" and ""Work on UC application""",comprehensive_10_2-these-tasks-and-agenda-items-should-not-be-tethered-together-at-this-stage-a-counselor-should-be-able-to-add-agenda-items-and-to-do-items-as-needed-also-should-be-noted-that-a-counselor-will-be-need-to-be-able-to-add-some-of-these-more-than-once-but-when-they-do-it-will-then-become-customized-for-example-work-on-x-applicaiton-could-turn-into-work-on-coalition-application-and-work-on-uc-application-11-3,,11,3,comprehensive_10_2-letters-of-recommendatoin,Letters of Recommendatoin,,Check in on status of letters of recommendation,,comprehensive-10-2 Read How to Write a Thank You Note Guide,Read How to Write a Thank You Note Guide,,post,student,,,How to write a thank you note guide.
"These tasks and agenda items should not be tethered together. At this stage, a counselor should be able to add agenda items and to-do items as needed. Also should be noted that a counselor will be need to be able to add some of these more than once. But when they do, it will then become customized. For example, ""Work on x applicaiton"" could turn into ""Work on Coalition application"" and ""Work on UC application""",comprehensive_10_2-these-tasks-and-agenda-items-should-not-be-tethered-together-at-this-stage-a-counselor-should-be-able-to-add-agenda-items-and-to-do-items-as-needed-also-should-be-noted-that-a-counselor-will-be-need-to-be-able-to-add-some-of-these-more-than-once-but-when-they-do-it-will-then-become-customized-for-example-work-on-x-applicaiton-could-turn-into-work-on-coalition-application-and-work-on-uc-application-11-3,,11,3,comprehensive_10_2-letters-of-recommendatoin,Letters of Recommendatoin,,Check in on status of letters of recommendation,,comprehensive-10-2 Send thank you notes to your recommenders once the letters are sent,Send thank you notes to your recommenders once the letters are sent,,post,student,,,How to write a thank you note guide.
"These tasks and agenda items should not be tethered together. At this stage, a counselor should be able to add agenda items and to-do items as needed. Also should be noted that a counselor will be need to be able to add some of these more than once. But when they do, it will then become customized. For example, ""Work on x applicaiton"" could turn into ""Work on Coalition application"" and ""Work on UC application""",comprehensive_10_2-these-tasks-and-agenda-items-should-not-be-tethered-together-at-this-stage-a-counselor-should-be-able-to-add-agenda-items-and-to-do-items-as-needed-also-should-be-noted-that-a-counselor-will-be-need-to-be-able-to-add-some-of-these-more-than-once-but-when-they-do-it-will-then-become-customized-for-example-work-on-x-applicaiton-could-turn-into-work-on-coalition-application-and-work-on-uc-application-11-3,,11,3,comprehensive_10_2-ed-plan,ED Plan,,Confirm which school student is applying Early Decision,,,,,,,,,
"These tasks and agenda items should not be tethered together. At this stage, a counselor should be able to add agenda items and to-do items as needed. Also should be noted that a counselor will be need to be able to add some of these more than once. But when they do, it will then become customized. For example, ""Work on x applicaiton"" could turn into ""Work on Coalition application"" and ""Work on UC application""",comprehensive_10_2-these-tasks-and-agenda-items-should-not-be-tethered-together-at-this-stage-a-counselor-should-be-able-to-add-agenda-items-and-to-do-items-as-needed-also-should-be-noted-that-a-counselor-will-be-need-to-be-able-to-add-some-of-these-more-than-once-but-when-they-do-it-will-then-become-customized-for-example-work-on-x-applicaiton-could-turn-into-work-on-coalition-application-and-work-on-uc-application-11-3,,11,3,comprehensive_10_2-interview-process,Interview Process,,"Share out information on interview process. If you would like additional support, we can discuss what that would look like.",,comprehensive-10-2 Watch How to Have a Great Interview,Watch How to Have a Great Interview,,pre,student,,,How to have a great interview.
"These tasks and agenda items should not be tethered together. At this stage, a counselor should be able to add agenda items and to-do items as needed. Also should be noted that a counselor will be need to be able to add some of these more than once. But when they do, it will then become customized. For example, ""Work on x applicaiton"" could turn into ""Work on Coalition application"" and ""Work on UC application""",comprehensive_10_2-these-tasks-and-agenda-items-should-not-be-tethered-together-at-this-stage-a-counselor-should-be-able-to-add-agenda-items-and-to-do-items-as-needed-also-should-be-noted-that-a-counselor-will-be-need-to-be-able-to-add-some-of-these-more-than-once-but-when-they-do-it-will-then-become-customized-for-example-work-on-x-applicaiton-could-turn-into-work-on-coalition-application-and-work-on-uc-application-11-3,,11,3,comprehensive_10_2-interview-process,Interview Process,,"Share out information on interview process. If you would like additional support, we can discuss what that would look like.",,comprehensive-10-2 Utilize the interview tracking information to track your interviews if needed,Utilize the interview tracking information to track your interviews if needed,,post,student,,,How to have a great interview.
"These tasks and agenda items should not be tethered together. At this stage, a counselor should be able to add agenda items and to-do items as needed. Also should be noted that a counselor will be need to be able to add some of these more than once. But when they do, it will then become customized. For example, ""Work on x applicaiton"" could turn into ""Work on Coalition application"" and ""Work on UC application""",comprehensive_10_2-these-tasks-and-agenda-items-should-not-be-tethered-together-at-this-stage-a-counselor-should-be-able-to-add-agenda-items-and-to-do-items-as-needed-also-should-be-noted-that-a-counselor-will-be-need-to-be-able-to-add-some-of-these-more-than-once-but-when-they-do-it-will-then-become-customized-for-example-work-on-x-applicaiton-could-turn-into-work-on-coalition-application-and-work-on-uc-application-11-3,,11,3,comprehensive_10_2-submit-applications,Submit Applications,,1. Walk through how to submit                       2. Submit first application,,comprehensive-10-2 Submit application for the school listed!,Submit application for the school listed!,,post,student,,,
"These tasks and agenda items should not be tethered together. At this stage, a counselor should be able to add agenda items and to-do items as needed. Also should be noted that a counselor will be need to be able to add some of these more than once. But when they do, it will then become customized. For example, ""Work on x applicaiton"" could turn into ""Work on Coalition application"" and ""Work on UC application""",comprehensive_10_2-these-tasks-and-agenda-items-should-not-be-tethered-together-at-this-stage-a-counselor-should-be-able-to-add-agenda-items-and-to-do-items-as-needed-also-should-be-noted-that-a-counselor-will-be-need-to-be-able-to-add-some-of-these-more-than-once-but-when-they-do-it-will-then-become-customized-for-example-work-on-x-applicaiton-could-turn-into-work-on-coalition-application-and-work-on-uc-application-11-3,,11,3,comprehensive_10_2-financial-aid,Financial Aid,,Share out information on financial aid deadlines. Remind families to submit FAFSA and CSS Profile,,,,,,,,,
"These tasks and agenda items should not be tethered together. At this stage, a counselor should be able to add agenda items and to-do items as needed. Also should be noted that a counselor will be need to be able to add some of these more than once. But when they do, it will then become customized. For example, ""Work on x applicaiton"" could turn into ""Work on Coalition application"" and ""Work on UC application""",comprehensive_10_2-these-tasks-and-agenda-items-should-not-be-tethered-together-at-this-stage-a-counselor-should-be-able-to-add-agenda-items-and-to-do-items-as-needed-also-should-be-noted-that-a-counselor-will-be-need-to-be-able-to-add-some-of-these-more-than-once-but-when-they-do-it-will-then-become-customized-for-example-work-on-x-applicaiton-could-turn-into-work-on-coalition-application-and-work-on-uc-application-11-3,,11,3,comprehensive_10_2-college-visits,College Visits,,Plan any additional fall visits that are necessary,,,,,,,,,
"These tasks and agenda items should not be tethered together. At this stage, a counselor should be able to add agenda items and to-do items as needed. Also should be noted that a counselor will be need to be able to add some of these more than once. But when they do, it will then become customized. For example, ""Work on x applicaiton"" could turn into ""Work on Coalition application"" and ""Work on UC application""",comprehensive_10_2-these-tasks-and-agenda-items-should-not-be-tethered-together-at-this-stage-a-counselor-should-be-able-to-add-agenda-items-and-to-do-items-as-needed-also-should-be-noted-that-a-counselor-will-be-need-to-be-able-to-add-some-of-these-more-than-once-but-when-they-do-it-will-then-become-customized-for-example-work-on-x-applicaiton-could-turn-into-work-on-coalition-application-and-work-on-uc-application-11-3,,11,3,comprehensive_10_2-demonstrate-interest,Demonstrate Interest,,Continue demonstrating interest by attending events and engaging with the schools on the final list.,,,,,,,,,
